Plant bioelectric data log. Project: Setup
R0-2020-05-02.csv
Channel0 is the control (a potato) sampled once every minute for a second.
Channel1 is the plant connected to tinned copper wire and sampled every minute for 59 seconds.
Gain: 16
Volts per division: 0.007812619211108568
Data rate: 8
Time                 Value in mV
"('17:59:41:856475', 6.1642, 44.3444)"
"('17:59:52:120770', 6.1329, 50.7039)"
"('18:00:02:384422', 6.0392, 51.1023)"
"('18:00:12:648049', 5.9376, 5.836)"
"('18:00:22:911853', 5.8673, 56.1337)"
"('18:00:33:174391', 5.7423, 51.5711)"
"('18:00:43:437867', 5.7032, 44.4851)"
"('18:00:53:701310', 5.7423, 51.0555)"
"('18:01:03:965136', 5.6407, 51.2898)"
"('18:01:14:224339', 5.6329, 5.6641)"
"('18:01:24:487765', 5.586, 51.9149)"
"('18:01:34:751179', 5.6485, 46.4538)"
"('18:01:45:014997', 5.6095, 38.7897)"
"('18:01:55:279296', 5.6329, 44.11)"
"('18:02:05:542704', 5.5548, 43.9225)"
"('18:02:15:806106', 5.5704, 5.5157)"
"('18:02:26:070131', 5.5391, 49.4148)"
"('18:02:36:336190', 5.5626, 44.8835)"
"('18:02:46:600271', 5.6095, 38.6412)"
"('18:02:56:863667', 5.5938, 44.6491)"
"('18:03:07:132160', 45.2351, 45.2351)"
"('18:03:17:394160', 5.5782, 5.5235)"
"('18:03:27:657534', 5.5548, 52.0789)"
"('18:03:37:921126', 5.461, 47.2585)"
"('18:03:48:185536', 5.1095, 40.7819)"
"('18:03:58:449610', 5.1173, 46.8992)"
"('18:04:08:713647', 5.1251, 46.9695)"
"('18:04:18:977860', 5.1641, 5.1173)"
"('18:04:29:243426', 5.0704, 54.0399)"
"('18:04:39:506850', 5.0626, 48.7039)"
"('18:04:49:770295', 46.6648, 40.5709)"
"('18:05:00:034232', 5.0235, 47.7664)"
"('18:05:10:294954', 5.086, 47.5867)"
"('18:05:20:558439', 5.0626, 47.4382)"
"('18:05:30:821903', 5.211, 47.3757)"
"('18:05:41:084540', 5.6016, 40.4147)"
"('18:05:51:348677', 5.4923, 45.8132)"
"('18:06:01:610887', 5.422, 46.2898)"
"('18:06:11:871090', 5.3751, 5.422)"
"('18:06:22:135640', 5.4298, 48.6023)"
"('18:06:32:394206', 5.5157, 46.407)"
"('18:06:42:657686', 5.5157, 40.0631)"
"('18:06:52:921371', 5.6173, 46.071)"
"('18:07:03:185898', 5.6329, 38.6568)"
"('18:07:13:442408', 5.5626, 5.5157)"
"('18:07:23:701767', 5.5548, 39.3053)"
"('18:07:33:965514', 5.5938, 38.1725)"
"('18:07:44:224363', 5.6485, 31.8989)"
"('18:07:54:487890', 5.961, 37.1099)"
"('18:08:04:751380', 5.4063, 37.3521)"
"('18:08:15:015156', 5.5157, 5.4454)"
"('18:08:25:274245', 5.5079, 48.5242)"
"('18:08:35:537752', 5.5313, 45.1335)"
"('18:08:45:801281', 5.3126, 38.5084)"
"('18:08:56:065290', 5.4923, 44.3601)"
"('18:09:06:329549', 5.3673, 44.7038)"
"('18:09:16:585241', 5.2813, 5.3204)"
"('18:09:26:851238', 5.297, 49.5789)"
"('18:09:37:115913', 5.297, 45.1101)"
"('18:09:47:380056', 5.2891, 38.5865)"
"('18:09:57:643095', 5.3595, 44.3522)"
"('18:10:07:906715', 5.086, 44.2663)"
"('18:10:18:171362', 5.3048, 5.1173)"
"('18:10:28:434937', 4.9376, 49.7039)"
"('18:10:38:698460', 5.0313, 45.321)"
"('18:10:48:962140', 5.0157, 38.7193)"
"('18:10:59:226736', 5.0391, 44.5866)"
"('18:11:09:490274', 4.8673, 44.4304)"
"('18:11:19:753806', 4.8126, 4.7657)"
"('18:11:30:017618', 4.8204, 50.3836)"
"('18:11:40:274846', 4.586, 45.321)"
"('18:11:50:538387', 4.5548, 38.7584)"
"('18:12:00:801931', 4.3594, 44.3444)"
"('18:12:11:066574', 4.461, 44.1413)"
"('18:12:21:331359', 4.4376, 4.4766)"
"('18:12:31:594882', 4.2579, 50.493)"
"('18:12:41:858412', 4.2657, 45.0866)"
"('18:12:52:122377', 43.571, 37.4928)"
"('18:13:02:386022', 4.086, 44.1179)"
"('18:13:12:644174', 4.2188, 43.9069)"
"('18:13:22:907858', 4.2579, 43.8054)"
"('18:13:33:164404', 4.2501, 43.6647)"
"('18:13:43:427998', 4.2423, 37.2818)"
"('18:13:53:691493', 4.2266, 42.571)"
"('18:14:03:955304', 4.2657, 43.3366)"
"('18:14:14:214460', 4.1173, 4.0469)"
"('18:14:24:477793', 4.0313, 45.5085)"
"('18:14:34:734323', 4.1329, 43.36)"
"('18:14:44:998417', 4.2657, 37.3287)"
"('18:14:55:262742', 4.2891, 43.0788)"
"('18:15:05:526322', 4.2344, 43.2975)"
"('18:15:15:789870', 4.0782, 4.1251)"
"('18:15:26:053925', 4.2657, 46.6726)"
"('18:15:36:318211', 4.2579, 43.571)"
"('18:15:46:581707', 4.5313, 37.274)"
"('18:15:56:854374', 4.1407, 43.1725)"
"('18:16:07:118840', 3.9844, 42.3913)"
"('18:16:17:374813', 3.8985, 4.1407)"
"('18:16:27:638352', 4.0001, 47.5476)"
"('18:16:37:894346', 4.0157, 44.0554)"
"('18:16:48:154448', 4.0391, 37.2506)"
"('18:16:58:418027', 3.9844, 42.7428)"
"('18:17:08:681542', 3.8829, 43.2975)"
"('18:17:18:945382', 4.0001, 3.9141)"
"('18:17:29:204818', 3.8438, 47.3992)"
"('18:17:39:468425', 3.7188, 42.5944)"
"('18:17:49:731933', 3.5938, 37.0943)"
"('18:17:59:995618', 3.6719, 42.985)"
"('18:18:10:254371', 3.6329, 43.0788)"
"('18:18:20:517963', 3.6797, 3.6485)"
"('18:18:30:774270', 3.6094, 48.1726)"
"('18:18:41:040526', 3.6172, 43.6804)"
"('18:18:51:304824', 3.6016, 37.5162)"
"('18:19:01:568381', 3.6094, 43.0475)"
"('18:19:11:831881', 3.4532, 43.235)"
"('18:19:22:095757', 3.5079, 3.5157)"
"('18:19:32:360795', 3.3204, 48.9226)"
"('18:19:42:624815', 2.8516, 44.1022)"
"('18:19:52:888350', 3.0547, 37.4459)"
"('18:20:03:152827', 2.961, 42.6257)"
"('18:20:13:414182', 3.1719, 43.2116)"
"('18:20:23:677698', 3.1641, 3.1407)"
"('18:20:33:941320', 3.1329, 49.1961)"
"('18:20:44:205877', 3.125, 44.1804)"
"('18:20:54:469488', 42.6647, 36.6724)"
"('18:21:04:733037', 2.9844, 43.4225)"
"('18:21:14:997018', 2.8047, 43.5944)"
"('18:21:25:261695', 2.4922, 43.4772)"
"('18:21:35:524198', 2.7266, 43.3444)"
"('18:21:45:787695', 2.6172, 37.1568)"
"('18:21:56:051681', 2.5547, 42.2038)"
"('18:22:06:315514', 2.6563, 42.9147)"
"('18:22:16:579045', 2.5625, 2.5704)"
"('18:22:26:842502', 2.5079, 38.2818)"
"('18:22:37:106602', 2.5625, 35.9537)"
"('18:22:47:370391', 2.5235, 30.8677)"
"('18:22:57:627667', 2.4453, 35.7427)"
"('18:23:07:887877', 2.4688, 36.0162)"
"('18:23:18:152412', 2.3907, 2.3594)"
"('18:23:28:415568', 2.4297, 39.0006)"
"('18:23:38:679471', 2.4453, 36.1334)"
"('18:23:48:943295', 2.375, 31.0473)"
"('18:23:59:205521', 2.4453, 36.0162)"
"('18:24:09:464554', 2.461, 39.8287)"
"('18:24:19:728823', 2.4453, 2.4141)"
"('18:24:29:990709', 2.2813, 44.8444)"
"('18:24:40:254861', 41.4381, 41.4381)"
"('18:24:50:514816', 2.3594, 35.7271)"
"('18:25:00:776010', 2.2891, 41.3209)"
"('18:25:11:040114', 2.4532, 40.4616)"
"('18:25:21:304698', 2.3907, 2.461)"
"('18:25:31:568898', 2.4297, 43.6647)"
"('18:25:41:834188', 2.4063, 40.2897)"
"('18:25:52:098811', 2.3516, 35.3599)"
"('18:26:02:363087', 2.6641, 40.7584)"
"('18:26:12:625216', 3.1172, 41.0631)"
"('18:26:22:885554', 3.7657, 3.6876)"
"('18:26:33:145645', 3.6251, 45.2507)"
"('18:26:43:409474', 3.4219, 39.0787)"
"('18:26:53:672989', 3.0547, 33.9146)"
"('18:27:03:936690', 2.8985, 39.1412)"
"('18:27:14:201317', 2.9297, 39.1803)"
"('18:27:24:464860', 2.6719, 2.6172)"
"('18:27:34:728401', 2.6797, 42.9225)"
"('18:27:44:992250', 2.6094, 37.8131)"
